Time,Sea Level,Red,Bottom orange,Top orange,CO2,All-Fam-Max,All-Fam-Min,Marine-Fam-Max,Marine-Fam-Min,Terrestrial-Fam-Max,Terrestrial-Fam-Min,All-Fam-pcOrig-Max,All-Fam-pcOrig-Min,Marine-Fam-pcOrig-Max,Marine-Fam-pcOrig-Min,Terrestrial-Fam-pcOrig-Max,Terrestrial-Fam-pcOrig-Min,All-Fam-pcExtin-Max,All-Fam-pcExtin-Min,Marine-Fam-pcExtin-Max,Marine-Fam-pcExtin-Min,Terrestrial-Fam-pcExtin-max,Terrestrial-Fam-pcExtin-Min,Sep_ngen,Sep-pcOrig,Sep-pcExtin,allmaxbc,allmaxp,allmaxq,allminbc,allminp,allminq,marmaxbc,marmaxp,marmaxq,marminbc,marminp,marminq,terrmaxbc,terrmaxp,terrmaxq,terrminbc,terrminp,terrminq,Sepbc,sep-p,sep-q,pulsedR,p&f01terrf,p&f02f,cosunaD,cosunaP,cosunaQ
510.0,None,0.478252407663,0.402628668198,0.438442450356,0.598175659078,0.0254324984112,0.0443609021467,0.06361672907,0.109042806475,0.0,0.0,0.960661910171,0.92756361795,0.879480961177,0.851968095181,0.0,0.0,0.120900845211,0.137388921531,0.141994248866,0.160737713421,0.0,0.0,0.0278886630724,1.44128309064,1.32844096886,0.047351304654,1.12006450188,0.0349007369536,0.0322540280302,1.00972126054,0.0687548797248,0.117020250497,0.9940265835,0.0127683502358,0.0783234729565,0.878192537622,0.110413949633,0.0,0.0,0.0,0.0,0.0,0.0,0.00619087797452,0.0180323335233,1.06291975528,2.95290918385,0.0,0.667387408312,None,None,None
500.0,None,0.300079942063,0.412570116795,0.275101145321,0.554002735959,0.022150885713,0.00682475417642,0.0554081188674,0.0167758163808,0.0,0.0,1.03764875315,1.24004376887,0.948561449045,1.1267049831,0.0,0.0,1.63369728428,1.6645320159,1.76428865571,1.77102729329,0.0,0.0,0.0796818944925,2.46070812209,3.06890429424,0.0506169118715,0.510729654331,1.13285051557,0.0373467692981,0.763175408681,1.16193390761,0.1250906126,0.500846970051,1.28199490522,0.0906903371076,0.725300262486,1.24486539753,0.0,0.0,0.0,0.0,0.0,0.0,0.0521802572138,1.48403257701,1.98061269581,1.42867281827,0.0,0.270562462829,0.027536864798,0.730667507588,0.498384902871
490.0,None,0.187549963789,0.19882897195,0.257907323739,0.252109649228,0.226431276177,0.221804510734,0.566394103978,0.545214032376,0.0,0.0,0.0671587353615,0.369236165509,0.0344785649273,0.300705507096,0.0,0.0,0.0982171687155,0.0163481542033,0.0965237258674,0.00584116197167,0.0,0.0,0.380082636729,0.0422400370641,0.202106159195,0.21063166553,0.0492062122535,0.0415455957255,0.203709650717,0.523486157606,0.0601213618884,0.520538355658,0.00313270426448,0.0266991092719,0.494674566041,0.412737020267,0.0828429386702,0.0,0.0,0.0,0.0,0.0,0.0,0.323694476954,0.17345532255,0.351912736525,0.111152004851,0.0,0.144299980176,0.403874017037,1.92729190145,0.16204197577
480.0,None,0.25788120021,0.273389836431,0.236415046761,0.00207035882954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.0,None,0.403232422147,0.457306635484,0.369667164026,0.0699496807599,0.0836811238046,0.081897050117,0.209319560166,0.20130979657,0.0,0.0,0.264076978495,0.245918872784,0.228952474079,0.211079845186,0.0,0.0,0.428942021511,0.661576782168,0.449446183733,0.683879664101,0.0,0.0,0.00876500839417,0.264105681101,0.384062909666,0.0979682165254,0.0142950069033,0.449552034114,0.0967620840906,0.035755541229,0.768285949545,0.242110863097,0.0108522247357,0.463962416823,0.23497041887,0.0616206450611,0.748908800809,0.0,0.0,0.0,0.0,0.0,0.0,0.198108095185,0.103765436886,0.433194451758,0.766541755523,0.0472851754637,0.432899940527,1.4319169695,0.779913901994,0.433709515335
460.0,None,0.994014808084,1.05876427563,0.911272543877,0.356670672252,0.20345998729,0.237160207631,0.504829527458,0.578765665137,0.0,0.0,1.27943444408,1.30782175855,1.14278864217,1.16692241707,0.0,0.0,0.416024927951,0.68042145253,0.43965626686,0.708529693034,0.0,0.0,0.713152955707,0.682950898836,0.494994830601,0.179608396963,1.46620021766,0.538422524915,0.208802391985,1.5766032961,0.931768004394,0.439834734626,1.29162027686,0.574261931972,0.502919142142,1.37525882656,0.934316239445,0.0,0.0,0.0,0.0,0.0,0.0,0.482888482013,0.847966355693,0.534945535672,1.41477328281,0.0,2.81384961343,2.93726557845,1.18307266963,0.391577188286
450.0,None,0.342278683916,0.357892149509,0.313787243882,0.0608622278821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440.0,None,0.150039971032,0.15906317756,0.137550572661,0.131412470745,0.0278937079349,0.0153556968969,0.0697731867219,0.0377455868568,0.0,0.0,1.14903397277,1.32986570873,1.02214450443,1.17722350829,0.0,0.0,3.81613475656,4.10636641786,4.00342873399,4.23889382035,0.0,0.0,0.289245277008,1.03360547186,3.13466530497,0.0195936433051,1.09871626526,4.09316658904,0.00509274126792,1.30746540686,4.68949963858,0.0484221726194,0.968362926516,4.31560544599,0.012366864151,1.1350237175,4.63912254403,0.0,0.0,0.0,0.0,0.0,0.0,0.196339272906,0.584993365577,4.00821387717,0.654101638494,0.0,0.360749950439,0.917895493267,0.349180114891,3.4841661337
430.0,None,0.16879496741,0.149121728962,0.154744394243,0.0492460924645,0.0328161269822,0.00170618854411,0.0615645765193,0.020969770476,0.00886108028001,0.00625705361231,0.172988937639,0.462708239973,0.22975430117,0.472369799659,3.40497081324,2.27849088002,3.3362332257,3.52701360339,3.53788177788,3.68223433858,0.0,0.0,0.0462154988056,0.109787942269,2.26123862668,0.0408200902189,0.160686888626,3.65933678055,0.00679032169057,0.529907417118,4.1726380764,0.0887739831355,0.201098464613,3.85956205666,0.00824457610069,0.501343009999,4.12929118411,0.00887056564323,5.39767713065,0.0,0.00627194737291,3.52178273973,0.0,0.0442205569609,0.133280578254,3.52911321954,0.763534243609,0.0,1.29869982158,0.899537583402,0.738741919221,3.67707709255
420.0,None,0.0468874909474,0.0546779672861,0.0429845539565,0.489284267204,0.00820403174555,0.0170618854411,0.0205215255064,0.041939540952,0.00590738685334,0.00625705361231,1.2754462265,1.16546650885,1.0649497353,0.975889605694,2.4218907859,1.18207377738,0.483209567017,0.536750974212,0.464009696437,0.507969573135,0.0,0.0,0.0908373597214,0.940990725827,0.650828350077,0.00979682165254,1.31525355168,0.476146065956,0.0203709650717,1.16206014954,0.497572746488,0.0161407242065,1.10467550718,0.49881947478,0.0412228805034,0.97389153887,0.489810784401,0.00591371042882,4.1899649192,0.0,0.00627194737291,1.82709029398,0.0,0.012381755949,0.895456246724,0.314000811375,0.213876650792,0.0,0.613274915747,0.330442377576,0.0507314541535,0.452329831497
410.0,None,0.328212436632,0.318126355119,0.300891877695,0.452476131983,0.0164080634911,0.0119433198087,0.0943990173296,0.0880730359992,0.00886108028001,0.0125141072246,1.83073430668,2.19365932794,0.997719617645,1.2315663907,4.58868742272,5.53192795688,2.29766739837,1.60558202143,2.00879385234,1.20574436906,5.52652425224,5.35945022522,0.31713394008,1.1006110656,1.94629088206,0.0228592505226,1.28282983343,1.70162057888,0.0169758042264,1.60933590703,0.981227024763,0.0847388020839,0.771700549621,1.73224646445,0.0742011849062,0.967287219235,0.897942133274,0.00295685521441,1.39818789858,0.0,0.00627194737291,4.29835726503,0.0,0.206067795438,0.632113338227,1.4178105256,0.813983387054,0.0,0.64934991079,0.385516107172,0.227420634438,1.31697941911
400.0,None,0.304768691158,0.323097079418,0.279399600717,0.0449157236149,0.0229712888875,0.0255928281616,0.00410430510129,0.020969770476,0.00295369342667,0.00312852680615,1.71813837815,2.26150888889,1.04878983546,1.42617682658,4.67867642738,5.83150758337,2.28923978245,1.47527998448,2.0743296595,1.14232952565,5.08361833893,4.9299339346,0.131475125913,1.00522450544,2.13965665375,0.0310232685664,1.15689396131,1.68124318438,0.0339516084528,1.66445455264,0.820541640007,0.0161407242065,0.791378817716,1.75736946982,0.0329783044028,1.12481673971,0.784770612941,0.00591371042882,1.86442702253,0.0,0.00627194737291,5.22627100878,0.0,0.081365824808,0.471769194747,1.65755491886,1.01946200649,0.0472851754637,0.216449970263,0.0367158197307,1.82938057603,1.74946033562
390.0,None,0.487629905853,0.492101705575,0.447039361147,0.336883731378,0.0853219301537,0.0767784844847,0.184693729558,0.159370255618,0.0236295474134,0.0250282144492,1.09846907128,1.4097392425,1.08302168436,1.31304987273,0.0190895672807,0.0170321750263,1.07841978673,0.834641724941,1.11386599666,0.820959858004,0.207276271279,0.201010039599,0.402393567187,1.25593308492,1.46434542552,0.060413733524,0.64200891054,0.571530134968,0.0509274126792,0.939498158783,0.283767111175,0.108949888394,0.632068515637,0.533569765316,0.0824457610069,0.830961011847,0.186705771986,0.0266116969297,0.21280098972,0.822268432703,0.0282237631781,0.220063640108,0.920430485225,0.285664797967,1.06059669739,1.1451532331,0.218064165469,0.0,0.685424905834,0.201937008519,1.43553293184,0.661161700232
380.0,None,0.342278683916,0.338009252314,0.313787243882,0.29201542056,0.0229712888875,0.0238866396175,0.0123129153039,0.0083879081904,0.0295369342667,0.0281567412554,0.482289454791,0.576291840411,0.286622345648,0.329634918958,1.97459345941,1.52962930784,1.72175405623,1.85233445729,1.80514739969,1.91453439243,1.99869378713,2.03707781097,0.21354747724,0.0881959119108,1.05712171311,0.0261248577401,0.5384982652,1.85779984687,0.0254637063396,0.633380962335,2.08530849986,0.0363166294645,0.44162566499,2.10035202942,0.0329783044028,0.512344768257,2.256620426,0.0177411312865,0.90159554573,0.0116377741911,0.0156798684323,0.48744996958,0.0130270866783,0.137968137718,0.147434332752,1.52409053152,0.4144253659,0.141855526391,0.0360749950439,0.532379386095,0.903047293876,0.986439449159
370.0,None,0.693934866021,0.71081357472,0.636171398556,1.14773739633,0.0475833841242,0.0545980334114,0.123129153039,0.134206531046,0.00295369342667,0.00625705361231,1.47521319648,1.84074141127,1.16647338087,1.41920662713,2.36504702305,1.95890428081,2.0619304409,2.00752112305,2.20087040322,2.10024754771,1.38985013623,1.34490903079,0.135459220637,1.06060053121,1.80451053464,0.0522497154802,1.22736109634,1.81626260593,0.0577177343698,1.60568288571,1.81107589737,0.129125793652,0.987961782026,2.03585838506,0.140157793712,1.25740842497,1.94543162959,0.00591371042882,1.33628143309,0.771833237495,0.00313597368646,1.08294694696,0.965675277316,0.252941585816,1.12035331649,1.98319946954,1.12496529441,0.0472851754637,0.288599960351,0.348800287441,0.0939948813417,0.769387231805
360.0,None,0.412609920337,0.412570116795,0.378264074817,0.30059713693,0.0475833841242,0.0528918448673,0.143650678545,0.121624668761,0.0324906276934,0.0187711608369,0.341918439523,0.275477805979,0.240671485414,0.222984699108,0.603772940483,0.472059563315,0.820550492124,0.800737424844,0.782303357428,0.741437074894,0.652370695198,0.597087541372,0.0382473093564,0.132585109206,0.674038118571,0.0326560721751,0.494358899353,0.744294874057,0.0373467692981,0.444882353587,0.741022938032,0.117020250497,0.322213585289,0.734424141922,0.0948126251579,0.322732195023,0.672439902582,0.0266116969297,0.795306164461,0.983920190314,0.0125438947458,0.622863047677,1.12316043323,0.0371452678471,0.556139857875,0.708933081651,0.815929931572,1.65498114123,0.144299980176,0.991327132728,0.377917364752,0.185591863169
350.0,None,0.482941156758,0.482160256978,0.442740905752,0.284540002802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340.0,None,0.600159884126,0.611399088745,0.550202290643,0.258020444665,0.108293219041,0.0989589355581,0.217528170368,0.180340026094,0.0206758539867,0.0312852680615,0.317561825002,0.126037000865,0.228212325994,0.123366361885,0.505546656787,0.119837683533,0.00850637868587,0.151321092355,0.017557123649,0.160916690529,0.0591870535304,0.015328076694,0.305978474851,0.231747763978,0.0805731520184,0.0996010201342,0.341314920659,0.00871002516937,0.0899717624,0.137895001411,0.177161031626,0.209829414684,0.211294994173,0.0506500922316,0.173136098114,0.112556960094,0.151357548643,0.0118274208576,0.878227889508,0.185397953966,0.0219518158052,0.219948812381,0.131255029344,0.179535461261,0.346802605712,0.164720679419,0.115531011204,0.0,0.541124925659,0.403874017037,1.34057791545,0.14766233594
330.0,None,0.351656182105,0.342979976613,0.322384154674,0.163352892077,0.014767257142,0.00682475417642,0.086190407127,0.0461334950472,0.0118147737067,0.0125141072246,0.137379852081,0.105352904755,0.244495583849,0.232792324878,0.362178776491,0.216022808938,0.279686580681,0.336788083144,0.341676189722,0.4058794038,0.465228721505,0.391879966924,0.3689271715,0.11362429371,0.247326035153,0.00979682165254,0.230140130822,0.204845195658,0.0101854825358,0.212550908905,0.27043717974,0.0887739831355,0.345160007401,0.222477869497,0.0535897446545,0.347318898916,0.277147378223,0.0266116969297,0.597365992004,0.281422568377,0.0282237631781,0.433573802283,0.243737769444,0.166269294173,0.244048703998,0.237609351579,0.815450914856,0.0,0.0,0.991327132728,0.450799978603,1.33665940711
320.0,None,0.421987418526,0.387716495302,0.816706525173,0.0526756181592,0.159158215864,0.0272990167057,0.0779817969245,0.100654898285,0.313091503227,0.112626965022,0.751351705264,0.0633405711331,0.012089085377,0.0860480374151,1.0494031986,0.317545071381,0.375698391959,0.321567387851,0.411985592722,0.402405620845,0.0190643590665,0.0404661224721,0.146614685866,0.00972143506372,0.526920503719,0.164913164485,0.928687518572,0.2694040762,0.0356491888755,0.142575365257,0.258797043461,0.0443869915678,0.099786069695,0.296566386807,0.0618343207552,0.0167982202679,0.272307132115,0.307512942299,2.43861040697,0.369716675787,0.106623105339,0.693643798932,0.123004518201,0.103476103288,0.0657632017284,0.586178799967,0.448257287208,1.51312561484,1.19047483645,0.128505369057,3.38512031168,0.88348706442
310.0,None,0.398543673053,0.357892149509,0.36536870863,0.0132755833345,0.121419669834,0.126257952264,0.0943990173296,0.0880730359992,0.118147737067,0.128269599052,0.130756562167,0.685652736108,0.347561204589,0.425182166238,1.01893834122,0.157576783677,0.891279455642,0.964621630774,0.556164368493,0.526412350558,1.1092830764,1.70745341708,0.114741928069,0.245647005846,0.406685089084,0.0718433587853,0.506892677683,0.558313748303,0.0746935385962,0.400083401583,0.664283729742,0.0605277157742,0.251166463495,0.437760368525,0.0535897446545,0.321622870248,0.400913451104,0.0561802490738,2.81688544753,0.356146058518,0.0627194737291,0.480815940936,1.60814365048,0.0840190582257,0.191972540059,0.351721603635,0.500011794332,0.0,1.15439984141,0.642526845287,0.958730595719,1.10655817871
300.0,None,0.00937749818947,0.0845023130785,0.0085969107913,0.000647974900848,0.137827733325,0.138201272073,0.184693729558,0.167758163808,0.0886108028001,0.103241384603,0.94143300397,1.1582378109,0.596682713965,0.591356655698,0.621195439389,0.932424088641,0.943735457538,1.00142511093,0.738370094104,0.671017718311,0.878516791267,1.25223312093,0.0788850755475,0.392010843262,0.30838633328,0.0751089660028,0.643494610177,0.61138052214,0.0729959581736,0.84975966671,0.662650397385,0.133160974703,0.462217150871,0.580855767214,0.11542406541,0.448912678853,0.502556089188,0.0177411312865,0.307091240775,0.472940045911,0.0282237631781,0.883577524155,1.22114314557,0.0362608567079,0.3095998167,0.161893692935,0.185555434394,0.0,0.288599960351,0.844463853806,3.01459593058,0.412238998344
290.0,None,0.070331236421,0.139180280365,0.0644768309347,0.0120586548621,0.0278937079349,0.000853094272053,0.00820861020258,0.0,0.04873594154,0.00625705361231,0.662542645884,0.223016067402,0.16048877628,0.10597170486,0.834939755225,0.214360421992,0.82653646231,0.372625169944,0.238517974734,0.236453165329,1.74283258037,0.594069089346,0.0294823009622,0.0829736534055,0.0432857285836,0.0277576613489,0.720759847623,0.863811070472,0.000848790211321,0.231021341894,0.402229197654,0.010087952629,0.147594065148,0.224189516616,0.00206114402517,0.0974243315183,0.229770958696,0.0532233938594,1.3454567758,2.72621753238,0.00313597368646,0.251017887458,0.955382820223,0.0194570450628,0.073884514156,0.0776430960458,0.201534063418,1.22941456205,0.432899940527,0.238652828249,1.55651750522,0.575901444189
280.0,None,0.0375099927579,0.104385210274,0.0343876431652,0.0112052245049,0.0426609650769,0.048626373507,0.0492516612155,0.0503274491424,0.0339674744067,0.0437993752862,0.787245663506,0.29322748015,0.100906855494,0.0467558511546,1.14795635845,0.612050042983,0.896399035406,0.487142782146,0.09595736704,0.176373804381,2.17333693358,1.30500886807,0.0239045683477,0.0782937063603,0.160632163595,0.0440856974365,0.8187918372,0.906972368943,0.0466834616226,0.272982410689,0.487322818196,0.042369401042,0.104426000973,0.101713732968,0.0556508886796,0.0559249045298,0.189059547134,0.0443528282161,1.6430709994,3.11268888836,0.034495710551,0.737948396179,1.73972771413,0.0530646683531,0.0131874570373,0.093603131432,0.562444118852,1.22941456205,0.324674955395,0.312084467711,1.50835034654,0.477841613902
270.0,None,0.754888604253,0.845023130785,0.692051318699,0.0292695003993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260.0,None,1.29878349924,1.40671497654,1.19067214459,0.0682270157796,0.014767257142,0.00853094272053,0.0246258306077,0.0335516327616,0.0502127882534,0.0500564288985,0.248124108165,0.233465472357,0.118485372496,0.0358379281277,0.269149823612,0.591780588115,0.566146759204,0.749196446075,0.333261715715,0.442195486031,0.670462382884,1.36924530024,0.231077494028,0.223793862562,0.349395154194,0.00653121443503,0.12207588202,0.432646850343,0.0152782238038,0.0533555031027,0.591201619358,0.0363166294645,0.0730702648852,0.276424948268,0.0453451685538,0.0142222776853,0.375115374087,0.0266116969297,0.121276242301,0.569309123253,0.0188158421187,0.391565645962,1.44486142523,0.0972852253139,0.125142841491,0.230034901424,0.0555883660024,0.0,0.468974935571,0.201937008519,1.21988757281,0.102993716331
